APRESENTAÇÃO,Quantidade,Unidade,Descrição do item,Unidades,Com Rev
7 MG COM OR CT BL AL AL X 10,7,MG,COM OR CT BL AL AL ,10,
7 MG COM OR CT BL AL AL X 30,7,MG,COM OR CT BL AL AL ,30,
7 MG COM OR CT BL AL AL X 60,7,MG,COM OR CT BL AL AL ,60,
7 MG COM OR CT BL AL AL X 90,7,MG,COM OR CT BL AL AL ,90,
14 MG COM OR CT BL AL AL X  10,14,MG,COM OR CT BL AL AL ,,
14 MG COM OR CT BL AL AL X 30,14,MG,COM OR CT BL AL AL ,30,
14 MG COM OR CT BL AL AL X 60,14,MG,COM OR CT BL AL AL ,60,
14 MG COM OR CT BL AL AL X 90,14,MG,COM OR CT BL AL AL ,90,
500 UI PO LIOF INJ CT FA VD TRANS + SER PREENC DIL X 4 ML + 1 HASTE EMBOLO + 1 ADAPTADOR FA,500,UI,PO LIOF INJ CT FA VD TRANS + SER PREENC DIL  ML + 1 HASTE EMBOLO + 1 ADAPTADOR FA,4,
1000 UI PO LIOF INJ CT FA VD TRANS + SER PREENC DIL X 4 ML + 1 HASTE EMBOLO + 1 ADAPTADOR FA,1000,UI,PO LIOF INJ CT FA VD TRANS + SER PREENC DIL  ML + 1 HASTE EMBOLO + 1 ADAPTADOR FA,4,
1500 UI PO LIOF INJ CT FA VD TRANS + SER PREENC DIL X 4 ML + 1 HASTE EMBOLO + 1 ADAPTADOR FA,1500,UI,PO LIOF INJ CT FA VD TRANS + SER PREENC DIL  ML + 1 HASTE EMBOLO + 1 ADAPTADOR FA,4,
2000 UI PO LIOF INJ CT FA VD TRANS + SER PREENC DIL X 4 ML + 1 HASTE EMBOLO + 1 ADAPTADOR FA,2000,UI,PO LIOF INJ CT FA VD TRANS + SER PREENC DIL  ML + 1 HASTE EMBOLO + 1 ADAPTADOR FA,4,
3000 UI PO LIOF INJ CT FA VD TRANS + SER PREENC DIL X 4 ML + 1 HASTE EMBOLO + 1 ADAPTADOR FA,3000,UI,PO LIOF INJ CT FA VD TRANS + SER PREENC DIL  ML + 1 HASTE EMBOLO + 1 ADAPTADOR FA,4,
"0,68 MG/ML SOL INJ SC CT 1 CAR VD TRANS X 1,5 ML + 1 SIST APLIC PLAS + 4 AGULHAS NOVOFINE PLUS","0,68",MG/ML,"SOL INJ SC CT 1 CAR VD TRANS ,5 ML + 1 SIST APLIC PLAS + 4 AGULHAS NOVOFINE PLUS",1,
"1,34 MG/ML SOL INJ SC CT 1 CAR VD TRANS X 1,5 ML + 1 SIST APLIC PLAS + 4 AGULHAS NOVOFINE PLUS","1,34",MG/ML,"SOL INJ SC CT 1 CAR VD TRANS ,5 ML + 1 SIST APLIC PLAS + 4 AGULHAS NOVOFINE PLUS",1,
"1,34 MG/ML SOL INJ SC CT 1 CAR VD TRANS X 3 ML + 1 SIST APLIC PLAS + 4 AGULHAS NOVOFINE PLUS","1,34",MG/ML,SOL INJ SC CT 1 CAR VD TRANS  ML + 1 SIST APLIC PLAS + 4 AGULHAS NOVOFINE PLUS,3,
"2,27 MG/ML SOL INJ SC CT 1 CAR VD TRANS X 3 ML + 1 SIST APLIC PLAS + 4 AGULHAS NOVOFINE PLUS","2,27",MG/ML,SOL INJ SC CT 1 CAR VD TRANS  ML + 1 SIST APLIC PLAS + 4 AGULHAS NOVOFINE PLUS,3,
"3,2 MG/ML SOL INJ SC CT 1 CAR VD TRANS X 3 ML + 1 SIST APLIC PLAS + 4 AGULHAS NOVOFINE PLUS","3,2",MG/ML,SOL INJ SC CT 1 CAR VD TRANS  ML + 1 SIST APLIC PLAS + 4 AGULHAS NOVOFINE PLUS,3,
9 MG/ML SOL INJ IV CX 200 AMP PLAS PE TRANS X 10 ML,9,MG/ML,SOL INJ IV C AMP PLAS PE TRANS  ML,200,
100 MG/ML SOL INJ IV CX 200 AMP PLAS PE TRANS X 10 ML,100,MG/ML,SOL INJ IV C AMP PLAS PE TRANS  ML,200,
200 MG/ML SOL INJ IV CX 200 AMP PLAS PE TRANS X 10 ML,200,MG/ML,SOL INJ IV CX  AMP PLAS PE TRANS  ML,200,
9 MG/ML SOL INJ IV CX 24 FR PLAS PE TRANS SIST FECH X 500 ML,9,MG/ML,SOL INJ IV C FR PLAS PE TRANS SIST FECH  ML,24,
9 MG/ML SOL INJ IV CX 12 FR PLAS PE TRANS SIST FECH X 1000 ML,9,MG/ML,SOL INJ IV C FR PLAS PE TRANS SIST FECH  ML,12,
9 MG/ML SOL INJ IV CX 70 FR PLAS PE TRANS SIST FECH X 100 ML,9,MG/ML,SOL INJ IV C FR PLAS PE TRANS SIST FECH  ML,70,
9 MG/ML SOL INJ IV CX 40 FR PLAS PE TRANS SIST FECH X 250 ML,9,MG/ML,SOL INJ IV C FR PLAS PE TRANS SIST FECH  ML,40,
(9 MG + 50 MG)/ML SOL INJ IV CX 40 FA PLAS TRANS SIST FECH X 250 ML,(9 MG + 50 MG),/ML,SOL INJ IV C FA PLAS TRANS SIST FECH  ML,40,
(9 MG + 50 MG)/ML SOL INJ IV CX 24 FA PLAS TRANS SIST FECH X 500 ML,(9 MG + 50 MG),/ML,SOL INJ IV C FA PLAS TRANS SIST FECH  ML,24,
(9 MG + 50 MG)/ML SOL INJ IV CX 12 FA PLAS TRANS SIST FECH X 1000 ML ,(9 MG + 50 MG),/ML,SOL INJ IV C FA PLAS TRANS SIST FECH  ML,12,
"0,86G + 0,03G + 0,033G SOL INJ IV CX 24 FA PLAS PE TRANS SIST FECH X 500 ML","0,86G",+,"0,03G  0,033G SOL INJ IV C FA PLAS PE TRANS SIST FECH  ML",24,
"0,86G + 0,03G + 0,033G SOL INJ IV CX 12 FA PLAS PE TRANS SIST FECH X 1000 ML","0,86G",+,"0,03G  0,033G SOL INJ IV C FA PLAS PE TRANS SIST FECH  ML",12,
"0,86G + 0,03G + 0,033G SOL INJ IV CX 40 FR PLAS TRANS SIST FECH X 250 ML ","0,86G",+,"0,03G  0,033G SOL INJ IV C FR PLAS TRANS SIST FECH  ML",40,
250 MG/ML SOL INJ IV CX 200 AMP PLAS TRANS X 10 ML,250,MG/ML,SOL INJ IV C AMP PLAS TRANS  ML,200,
500 MG/ML SOL INJ IV CX 200 AMP PLAS TRANS X 10 ML,500,MG/ML,SOL INJ IV C AMP PLAS TRANS  ML,200,
750 MG/ML SOL INJ IV CX 200 AMP PLAS TRANS X 10 ML,750,MG/ML,SOL INJ IV C AMP PLAS TRANS  ML,200,
50 MG/ML SOL INJ IV CX 40 FR PLAS TRANS SIST FECH X 250 ML,50,MG/ML,SOL INJ IV C FR PLAS TRANS SIST FECH  ML,40,
50 MG/ML SOL INJ IV CX 70 FR PLAS TRANS SIST FECH X 100 ML,50,MG/ML,SOL INJ IV C FR PLAS TRANS SIST FECH  ML,70,
50 MG/ML SOL INJ IV CX 24 FR PLAS TRANS SIST FECH X 500 ML,50,MG/ML,SOL INJ IV C FR PLAS TRANS SIST FECH  ML,24,
50 MG/ML SOL INJ IV CX 12 FR PLAS TRANS SIST FECH X 1000 ML,50,MG/ML,SOL INJ IV C FR PLAS TRANS SIST FECH  ML,12,
50 MG/ML SOL INJ IV CX 40 FR PLAS TRANS SIST FECH X 250 ML,50,MG/ML,SOL INJ IV C FR PLAS TRANS SIST FECH  ML,40,
SOL INJ IV CX 24 FR PLAS TRANS SIST FECH X 500 ML,,,SOL INJ IV C FR PLAS TRANS SIST FECH  ML,24,
SOL INJ IV CX 12 FR PLAS TRANS SIST FECH X 1000 ML,,,SOL INJ IV C FR PLAS TRANS SIST FECH  ML,12,
SOL INJ IV CX 40 FR PLAS TRANS SIST FECH X 250 ML,,,SOL INJ IV C FR PLAS TRANS SIST FECH  ML,40,
100 MG/ML SOL INJ IV CX 200 AMP PE X 10 ML,100,MG/ML,SOL INJ IV C AMP PE  ML,200,
150 MG/ML SOL INJ IV CX 200 AMP PE X 10 ML,150,MG/ML,SOL INJ IV C AMP PE  ML,200,
191 MG/ML SOL INJ IV CX 200 AMP PE X 10 ML,191,MG/ML,SOL INJ IV C AMP PE  ML,200,
200 MG/ML SOL INJ IV CX 24 FR PLAS TRANS SIST FECH X 500 ML ,200,MG/ML,SOL INJ IV C FR PLAS TRANS SIST FECH  ML,24,
200 MG/ML SOL INJ IV CX 40 FR PLAS TRANS SIST FECH X 250 ML,200,MG/ML,SOL INJ IV C FR PLAS TRANS SIST FECH  ML,40,
120 MG/ML SOL RET CX 48 FR PE X 250 ML,120,MG/ML,SOL RET C FR PE  ML,48,
120 MG/ML SOL RET CX 24 FR PE X 500 ML,120,MG/ML,SOL RET C FR PE  ML,24,
120 MG/ML SOL RET CX 48 FR PE X 250 ML + 48 SONDAS,120,MG/ML,SOL RET C FR PE  ML + 48 SONDAS,48,
120 MG/ML SOL RET CX 24 FR PE X 500 ML + 24 SONDAS,120,MG/ML,SOL RET C FR PE  ML + 24 SONDAS,24,
SOL INJ CX 200 AMP POLIET X 20 ML ,,,SOL INJ C AMP POLIET  ML,200,
SOL INJ CX 24 FR PE SIST FECH X 500 ML,,,SOL INJ C FR PE SIST FECH  ML,24,
SOL INJ CX 40 FR PE SIST FECH X 250 ML,,,SOL INJ C FR PE SIST FECH  ML,40,
SOL INJ CX 70 FR PE SIST FECH X 100 ML,,,SOL INJ C FR PE SIST FECH  ML,70,
SOL INJ CX 12 FR PE SIST FECH X 1000 ML,,,SOL INJ C FR PE SIST FECH  ML,12,
SOL INJ CX 200 AMP PE X 10 ML,,,SOL INJ C AMP PE  ML,200,
5 MG COM CT BL AL PLAS AMB X 100 (EMB HOSP),5,MG,COM CT BL AL PLAS AMB  (EMB HOSP),100,
5 MG COM CT BL AL PLAS AMB X 30,5,MG,COM CT BL AL PLAS AMB ,30,
40 MG COM REV CT BL AL PLAS PVC AMB X 100 (EMB HOSP),40,MG,CT BL AL PLAS PVC AMB  (EMB HOSP),100,COM REV
40 MG COM REV CT BL AL PLAS PVC AMB X 30,40,MG,CT BL AL PLAS PVC AMB ,30,COM REV
20 MG COM SUS CT BL AL PLAS PVDC TRANS X 30 ,20,MG,COM SUS CT BL AL PLAS PVDC TRANS ,30,
1.250 MG COM CT BL AL PLAS PVDC TRANS X 60,1.250,MG,COM CT BL AL PLAS PVDC TRANS ,60,
1.250 MG COM CT BL AL PLAS PVDC TRANS X 200,1.250,MG,COM CT BL AL PLAS PVDC TRANS ,200,
10 MG/ML LOC CX FR PLAS OPC X 60 ML,10,MG/ML,LOC CX FR PLAS OPC  ML,60,
50 MG/ML LOC CX FR PLAS OPC X 60 ML ,50,MG/ML,LOC CX FR PLAS OPC  ML,60,
10 MG/ML LOC CX 50 FR PLAS OPC X 60 ML,10,MG/ML,LOC C FR PLAS OPC  ML,50,
50 MG/ML LOC CX 50 FR PLAS OPC X 60 ML,50,MG/ML,LOC CX  FR PLAS OPC  ML,50,
"0,2 MG/ML EMU CT FR PLAS OPC X 100 ML","0,2",MG/ML,EMU CT FR PLAS OPC  ML,100,
"0,2 MG/ML XAMP CT FR PLAS OPC X 100 ML","0,2",MG/ML,XAMP CT FR PLAS OPC  ML,100,
500 MG CAP GEL DURA CT BL AL PLAS OPC X 10,500,MG,CAP GEL DURA CT BL AL PLAS OPC ,10,
"6,67 MG/ML XPE CT FR PET TRANS X 120 ML + COP","6,67",MG/ML,XPE CT FR PET TRANS  ML + COP,120,
"13,33 MG/ML XPE CT FR PET TRANS X 150 ML + COP","13,33",MG/ML,XPE CT FR PET TRANS  ML + COP,150,
400MG + 4MG + 4MG CAP GEL DURA CT  BL AL PLAS TRANS X 20,400MG,+,4MG  4MG CAP GEL DURA CT  BL AL PLAS TRANS ,20,
400MG + 4MG + 4MG GRAN ENV AL POLIET X 5G (LARANJA),400MG,+,4MG  4MG GRAN ENV AL POLIET G (LARANJA),5,
400 MG + 4 MG + 4 MG CAP GEL DURA CT BL AL PLAS TRANS X 200 (EMB MULT),400,MG,+ 4  + 4  CAP GEL DURA CT BL AL PLAS TRANS  (EMB MULT),200,
400MG + 4MG + 4MG GRAN CX 50 ENV AL POLIET X 5G (LIMÃO),400MG,+,4MG  4MG GRAN C ENV AL POLIET G (LIMÃO),50,
400MG + 4MG + 4MG GRAN CX 50 ENV AL POLIET X 5G (LARANJA) (EMB MULT),400MG,+,4MG  4MG GRAN C ENV AL POLIET G (LARANJA) (EMB MULT),50,
25.000 UI/G CREM VAG CT BG AL X 60 G + 14 APLIC ,25.000,UI/G,CREM VAG CT BG AL  G + 14 APLIC,60,
5 MG/G + 250 UI/G POM DERM CT BG AL X 10 G,5,MG/G,+ 20 UI/G POM DERM CT BG AL  G,10,
1000 MG COM REV CT  BL AL PLAS TRANS X 1,1000,MG,CT  BL AL PLAS TRANS ,1,COM REV
500 MG COM REV CT  BL AL PLAS TRANS X 3,500,MG,CT  BL AL PLAS TRANS ,3,COM REV
500 MG COM REV CT  BL AL PLAS TRANS X 5,500,MG,CT  BL AL PLAS TRANS ,5,COM REV
500 MG COM REV CT  BL AL PLAS TRANS X 6,500,MG,CT  BL AL PLAS TRANS ,6,COM REV
500 MG PO SOL CX 50 ENV AL/PLAS 5 G (EMB MULT) ABACAXI HORTELÃ,500,MG,PO SOL C ENV AL/PLAS 5 G (EMB MULT) ABACAXI HORTELÃ,50,
500 MG PO SOL CX 50 ENV AL/PLAS 5 G (EMB MULT) CAMOMILA  ERVA CIDREIRA,500,MG,PO SOL C ENV AL/PLAS 5 G (EMB MULT) CAMOMILA  ERVA CIDREIRA,50,
500 MG PO SOL CX 50 ENV AL/PLAS 5 G (EMB MULT) MAÇA CANELA,500,MG,PO SOL C ENV AL/PLAS 5 G (EMB MULT) MAÇA CANELA,50,
500 MG PO SOL CX 50 ENV AL/PLAS 5 G (EMB MULT) LARANJA ,500,MG,PO SOL C ENV AL/PLAS 5 G (EMB MULT) LARANJA,50,
500 MG PO SOL CX 50 ENV AL/PLAS 5 G (EMB MULT) MEL LIMÃO ,500,MG,PO SOL C ENV AL/PLAS 5 G (EMB MULT) MEL LIMÃO,50,
20 MG CAP DURA LIB RETARD CT BL AL AL X 14,20,MG,CAP DURA LIB RETARD CT BL AL AL ,14,
20 MG CAP DURA LIB RETARD CT BL AL AL X 28,20,MG,CAP DURA LIB RETARD CT BL AL AL ,28,
20 MG CAP DURA LIB RETARD CT BL AL AL X 56,20,MG,CAP DURA LIB RETARD CT BL AL AL ,56,
500 MG CAP DURA CT BL AL PLAS TRANS X 10,500,MG,CAP DURA CT BL AL PLAS TRANS ,10,
600 MG COM REV CT BL AL PLAS INC X 30,600,MG,CT BL AL PLAS INC ,30,COM REV
300 MG COM REV CT BL AL PLAS INC X 30,300,MG,CT BL AL PLAS INC ,30,COM REV
300 MG COM REV CT BL AL PLAS INC X 600,300,MG,CT BL AL PLAS INC ,600,COM REV
300 MG COM REV CT BL AL PLAS INC X 200,300,MG,CT BL AL PLAS INC ,200,COM REV
50 MG/ML SUS OR CX 50 FR PLAS OPC X 30 ML (EMB MULT),50,MG/ML,SUS OR CX  FR PLAS OPC  ML (EMB MULT),50,
300 MG COM REV CT BL AL PLAS TRANS X 20,300,MG,CT BL AL PLAS TRANS ,20,COM REV
600 MG COM REV CT BL AL PLAS TRANS X 20,600,MG,CT BL AL PLAS TRANS ,20,COM REV
50 MG/G CREM DERM CT BG AL X 10 G,50,MG/G,CREM DERM CT BG AL  G,10,
400 MG COM REV CT BL AL/AL X 14,400,MG,CT BL AL/AL ,14,COM REV
20 MG/G GEL DERM CT BG AL X 40 G,20,MG/G,GEL DERM CT BG AL  G,40,
2 MG/5ML XPE CT FR PET AMB X 100 ML + CP MED ,2,MG/5ML,XPE CT FR PET AMB  ML + CP MED,100,
100 MG COM REV CT BL AL PVC/PVDC TRANS X 30,100,MG,CT BL AL PVC/PVDC TRANS ,30,COM REV
"0,4 MG/ML SOL OR CT FR PET AMB X 120 ML+ CP MED ","0,4",MG/ML,SOL OR CT FR PET AMB  ML+ CP MED,120,
"2,8 MG/ML SOL OR CT FR PLAS OPC GOT X 20 ML ","2,8",MG/ML,SOL OR CT FR PLAS OPC GOT  ML,20,
500 MG CAP DURA CT BL AL PLAS TRANS X 15,500,MG,CAP DURA CT BL AL PLAS TRANS ,15,
500 MG CAP DURA CT BL AL PLAS TRANS X 21,500,MG,CAP DURA CT BL AL PLAS TRANS ,21,
"50 MG/ML PO SUS OR CT FR VD AMB X 7,5 G (150 ML) + COP",50,MG/ML,"PO SUS OR CT FR VD AMB ,5 G (1 ML) + COP",7,
"2,8 MG/ML SOL OR CT FR PLAS OPC GOT X 20ML ","2,8",MG/ML,SOL OR CT FR PLAS OPC GOT ML,20,
"0,4 MG/ML SOL OR CT FR PET AMB X 120ML+ COP","0,4",MG/ML,SOL OR CT FR PET AMB ML+ COP,120,
"0,5 MG/G SOL CAPI CT FR PLAS OPC X 50 G","0,5",MG/G,SOL CAPI CT FR PLAS OPC  G,50,
400 MG COM REV CT BL AL/AL X 14,400,MG,CT BL AL/AL ,14,COM REV
"0,5 MG COM CT BL AL PLAS OPC X 20","0,5",MG,COM CT BL AL PLAS OPC ,20,
"0,5 MG COM CT BL AL PLAS OPC X 30","0,5",MG,COM CT BL AL PLAS OPC ,30,
"0,5 MG/G POM DERM CT BG AL X 30 G ","0,5",MG/G,POM DERM CT BG AL  G,30,
200 MG COM CT BL AL PLAS TRANS X 30 ,200,MG,COM CT BL AL PLAS TRANS ,30,
200 MG COM CT BL AL PLAS TRANS X 60 ,200,MG,COM CT BL AL PLAS TRANS ,60,
200 MG COM CT BL AL PLAS TRANS X 120,200,MG,COM CT BL AL PLAS TRANS ,120,
50 MG COM REV CT BL AL PLAS OPC X 30 ,50,MG,CT BL AL PLAS OPC ,30,COM REV
50 MG COM REV CT BL AL PLAS OPC X 60,50,MG,CT BL AL PLAS OPC ,60,COM REV
100 MG COM REV CT BL AL PLAS OPC X 30 ,100,MG,CT BL AL PLAS OPC ,30,COM REV
"0,5 MG/G SOL CAPI CT FR PLAS PEAD OPC X 50 G","0,5",MG/G,SOL CAPI CT FR PLAS PEAD OPC  G,50,
"0,5 MG COM CT BL AL PLAS OPC X 20","0,5",MG,COM CT BL AL PLAS OPC ,20,
"0,5 MG COM CT BL AL PLAS OPC X 30","0,5",MG,COM CT BL AL PLAS OPC ,30,
"0,5 MG COM CT BL AL PLAS OPC X 40 ","0,5",MG,COM CT BL AL PLAS OPC ,40,
20 MG CAP DURA LIB RETARD CT BL AL AL X 28,20,MG,CAP DURA LIB RETARD CT BL AL AL ,28,
20 MG CAP DURA LIB RETARD CT BL AL AL X 56,20,MG,CAP DURA LIB RETARD CT BL AL AL ,56,
100 MG COM REV CT BL AL PVC/PVDC TRANS X 30,100,MG,CT BL AL PVC/PVDC TRANS ,30,COM REV
100 MG COM REV CX BL AL PVC/PVDC TRANS X 500,100,MG,CX BL AL PVC/PVDC TRANS ,500,COM REV
500 MG CAP GEL DURA CT BL AL PLAS LEIT X 10,500,MG,CAP GEL DURA CT BL AL PLAS LEIT ,10,
500 MG CAP GEL DURA CX BL AL PLAS LEIT X 600 (EMB HOSP),500,MG,CAP GEL DURA CX BL AL PLAS LEIT  (EMB HOSP),600,
10 MG COM REV CT BL AL PLAS TRANS X 30 ,10,MG,CT BL AL PLAS TRANS ,30,COM REV
20 MG COM REV CT BL AL PLAS TRANS X 30 ,20,MG,CT BL AL PLAS TRANS ,30,COM REV
40 MG COM REV CT BL AL PLAS TRANS X 30 ,40,MG,CT BL AL PLAS TRANS ,30,COM REV
200 MG/ML SOL OR CT FR PLAS OPC X 20 ML,200,MG/ML,SOL OR CT FR PLAS OPC  ML,20,
500 MG PO SOL CX 50 ENV AL/PLAS 5 G (EMB MULT) ABACAXI,500,MG,PO SOL C ENV AL/PLAS 5 G (EMB MULT) ABACAXI,50,
500 MG PO SOL CX 50 ENV AL/PLAS 5 G (EMB MULT) CAMOMILA,500,MG,PO SOL C ENV AL/PLAS 5 G (EMB MULT) CAMOMILA,50,
500 MG PO SOL CX 50 ENV AL/PLAS 5 G (EMB MULT) MAÇA CANELA,500,MG,PO SOL C ENV AL/PLAS 5 G (EMB MULT) MAÇA CANELA,50,
500 MG PO SOL CX 50 ENV AL/PLAS 5 G (EMB MULT) LARANJA ,500,MG,PO SOL C ENV AL/PLAS 5 G (EMB MULT) LARANJA,50,
500 MG PO SOL CX 50 ENV AL/PLAS 5 G (EMB MULT) MEL LIMÃO ,500,MG,PO SOL C ENV AL/PLAS 5 G (EMB MULT) MEL LIMÃO,50,
50 MG/ML + 50 MG/ML SOL INJ CX 10 AMP VD AMB X 1 ML ,50,MG/ML,+   SOL INJ C AMP VD AMB  ML,10,
50 MG/ML + 50 MG/ML SOL INJ CX 6 AMP VD AMB X 1 ML ,50,MG/ML,+   SOL INJ C AMP VD AMB  ML,6,
50 MG/ML + 50 MG/ML SOL INJ CX 5 AMP VD AMB X 1 ML ,50,MG/ML,+   SOL INJ C AMP VD AMB  ML,5,
50 MG/ML + 50 MG/ML SOL INJ CX 100 AMP VD AMB X 1 ML (EMB FRAC),50,MG/ML,+   SOL INJ C AMP VD AMB  ML (EMB FRAC),100,
50 MG + 10 MG COM REV CT 2 BL PVC AL X 10 ,50,MG,+ 10   CT 2 BL PVC AL ,10,COM REV
50 MG + 10 MG COM REV CT BL PVC AL X 20 ,50,MG,+ 10   CT BL PVC AL ,20,COM REV
25 MG/ML + 5 MG/ML SOL OR CT FR VD CTG X 20 ML,25,MG/ML,+ 5  SOL OR CT FR VD CTG  ML,20,
25 MG/ML + 5 MG/ML SOL OR CT FR PLAS AMB GOT X 20 ML,25,MG/ML,+ 5  SOL OR CT FR PLAS AMB GOT  ML,20,
50 MG + 10 MG COM REV CT  BL PVC/PVDC AL X 20 ,50,MG,+ 10   CT  BL PVC/PVDC AL ,20,COM REV
50 MG + 10 MG COM REV CT BL PVC/ACLAR AL X 20 ,50,MG,+ 10   CT BL PVC/ACLAR AL ,20,COM REV
50MG + 10MG COM REV CT BL PVC/PVDC AL X 30,50MG,+,10MG  CT BL PVC/PVDC AL ,30,COM REV
25MG/ML + 5MG/ML SOL OR CT FR PLAS AMB GOT X 30ML,25MG/ML,+,5MG/ML SOL OR CT FR PLAS AMB GOT ML,30,
50 MG + 10 MG COM REV CT  BL PVC/PVDC AL X 4,50,MG,+ 10   CT  BL PVC/PVDC AL ,4,COM REV
50MG + 10MG COM REV CT BL PVC PVDC AL X 160 (EMB FRAC) ,50MG,+,10MG  CT BL PVC PVDC AL  (EMB FRAC),160,COM REV
50MG + 10MG COM REV CT BL PVC PVDC AL X 400 (EMB FRAC) ,50MG,+,10MG  CT BL PVC PVDC AL  (EMB FRAC),400,COM REV
50MG + 10MG COM REV CT BL PVC PVDC AL X 800 (EMB FRAC) ,50MG,+,10MG  CT BL PVC PVDC AL  (EMB FRAC),800,COM REV
100 MG COM CT BL AL PLAS TRANS X 400 (EMB FRAC),100,MG,COM CT BL AL PLAS TRANS  (EMB FRAC),400,
100 MG COM CT BL AL PLAS TRANS X 12,100,MG,COM CT BL AL PLAS TRANS ,12,
100 MG COM CT BL AL PLAS TRANS X 20 01,100,MG,COM CT BL AL PLAS TRANS  01,20,
"2,5 MG/ML SOL OR CT FR PLAST TRANS X 120ML ","2,5",MG/ML,SOL OR CT FR PLAST TRANS ML,120,
100 MG COM CT BL AL PLAS TRANS X 04,100,MG,COM CT BL AL PLAS TRANS ,04,
25MG CAP GEL MOLE CT BL AL PLAS TRANS X 4 ,25MG,CAP,GEL MOLE CT BL AL PLAS TRANS ,4,
25MG CAP GEL MOLE CT BL AL PLAS TRANS X 10,25MG,CAP,GEL MOLE CT BL AL PLAS TRANS ,10,
25MG CAP GEL MOLE CT BL AL PLAS TRANS X 20,25MG,CAP,GEL MOLE CT BL AL PLAS TRANS ,20,
25MG CAP GEL MOLE CT BL AL PLAS TRANS X 100 (EMB FRAC),25MG,CAP,GEL MOLE CT BL AL PLAS TRANS  (EMB FRAC),100,
50MG CAP GEL MOLE CT BL AL PLAS TRANS X 4 ,50MG,CAP,GEL MOLE CT BL AL PLAS TRANS ,4,
50MG CAP GEL MOLE CT BL AL PLAS TRANS X 10,50MG,CAP,GEL MOLE CT BL AL PLAS TRANS ,10,
50MG CAP GEL MOLE CT BL AL PLAS TRANS X 20,50MG,CAP,GEL MOLE CT BL AL PLAS TRANS ,20,
50MG CAP GEL MOLE CT BL AL PLAS TRANS X 100 (EMB FRAC),50MG,CAP,GEL MOLE CT BL AL PLAS TRANS  (EMB FRAC),100,
20 MG COM REV LIB RETARD CT BL AL/AL X 14,20,MG,LIB RETARD CT BL AL/AL ,14,COM REV
20 MG COM REV LIB RETARD CT BL AL/AL X 28,20,MG,LIB RETARD CT BL AL/AL ,28,COM REV
40 MG COM REV LIB RETARD CT BL AL/AL X 14,40,MG,LIB RETARD CT BL AL/AL ,14,COM REV
40 MG COM REV LIB RETARD CT BL AL/AL X 28,40,MG,LIB RETARD CT BL AL/AL ,28,COM REV
20 MG COM REV LIB RETARD CT BL AL/AL X 42,20,MG,LIB RETARD CT BL AL/AL ,42,COM REV
40 MG COM REV LIB RETARD CT BL AL/AL X 42,40,MG,LIB RETARD CT BL AL/AL ,42,COM REV
50000 + 10000 UI/ML SOL OR CT FR PLAS AMB GOT X 10 ML,50000,+,10000 UI/ML SOL OR CT FR PLAS AMB GOT  ML,10,
50000 + 10000 UI/ML SOL OR CT FR PLAS AMB GOT X 20 ML,50000,+,10000 UI/ML SOL OR CT FR PLAS AMB GOT  ML,20,
50000 + 10000 UI/ML SOL OR CT FR PLAS AMB GOT X 30 ML,50000,+,10000 UI/ML SOL OR CT FR PLAS AMB GOT  ML,30,
200 MG/ML SOL OR CT FR PLAS OPC X 15 ML,200,MG/ML,SOL OR CT FR PLAS OPC  ML,15,
750 MG COM CT BL AL PLAS TRANSL X 20,750,MG,COM CT BL AL PLAS TRANSL ,20,
750 MG COM CX BL AL PLAS TRANSL X 200 (EMB MULT),750,MG,COM CX BL AL PLAS TRANSL  (EMB MULT),200,
20 MG/G GEL DERM CT BG AL X 40 G,20,MG/G,GEL DERM CT BG AL  G,40,
1G COM REV CT BL AL PLAS INC X 8,1G,COM,REV CT BL AL PLAS INC ,8,
1G COM REV CT BL AL PLAS INC X 14 ,1G,COM,REV CT BL AL PLAS INC ,14,
1G COM REV CT BL AL PLAS INC X 30,1G,COM,REV CT BL AL PLAS INC ,30,
1G COM REV CT BL AL PLAS INC X 40,1G,COM,REV CT BL AL PLAS INC ,40,
1G COM REV CT BL AL PLAS INC X 60,1G,COM,REV CT BL AL PLAS INC ,60,
1G COM REV CT BL AL PLAS LEIT X 8 ,1G,COM,REV CT BL AL PLAS LEIT ,8,
1G COM REV CT BL AL PLAS LEIT X 14,1G,COM,REV CT BL AL PLAS LEIT ,14,
1G COM REV CT BL AL PLAS LEIT X 30,1G,COM,REV CT BL AL PLAS LEIT ,30,
1G COM REV CT BL AL PLAS LEIT X 40,1G,COM,REV CT BL AL PLAS LEIT ,40,
1G COM REV CT BL AL PLAS LEIT X 60,1G,COM,REV CT BL AL PLAS LEIT ,60,
500 MG COM REV CT BL AL PLAS LEIT X 8,500,MG,CT BL AL PLAS LEIT ,8,COM REV
500 MG COM REV CT BL AL PLAS LEIT X 14,500,MG,CT BL AL PLAS LEIT ,14,COM REV
500 MG COM REV CT BL AL PLAS LEIT X 30,500,MG,CT BL AL PLAS LEIT ,30,COM REV
500 MG COM REV CT BL AL PLAS LEIT X 40,500,MG,CT BL AL PLAS LEIT ,40,COM REV
500 MG COM REV CT BL AL PLAS LEIT X 60,500,MG,CT BL AL PLAS LEIT ,60,COM REV
1G COM REV CT BL AL PLAS INC X 10,1G,COM,REV CT BL AL PLAS INC ,10,
