APRESENTAÇÃO,Quantidade,Tipo de Produto,Detalhes da Embalagem,Unidades
50 MG COM REV CT BL AL PLAS TRANS X 28,50 MG,COM REV CT BL AL PLAS TRANS X 28,,
1 MG COM REV CT BL AL PLAS PVC TRANS X 28,1 MG,COM REV CT BL AL PLAS PVC TRANS X 28,,
1 MG/ML SOL OR CT FR PLAST OPC X 100 ML,1 MG,,/ML SOL OR CT FR PLAST OPC  ML,X 100
1 MG/ML SOL INJ CT 5 AMP VD TRANS X 5 ML,1 MG,,/ML SOL INJ CT 5 AMP VD TRANS  ML,X 5
100 MG COM CT BL AL/AL X 30,100 MG,COM CT BL AL,/AL,X 30
"100 MG + 12,5 MG COM CT BL AL AL X 30",100 MG,,"+ 12,5 MG COM CT BL AL AL",X 30
"95,0 MG + 12,5 MG COM REV LIB CONT CT BL AL PLAS TRANS X 30","95,0 MG",,"+ 12,5 MG COM REV LIB CONT CT BL AL PLAS TRANS",X 30
"2,5 MG COM REV LIB PROL CT  BL AL/AL X 30","2,5 MG",COM REV LIB PROL CT  BL AL,/AL,X 30
5 MG COM REV LIB PROL CT BL AL/AL X 30,5 MG,COM REV LIB PROL CT BL AL,/AL,X 30
10 MG COM REV LIB PROL CT BL AL/AL X 30,10 MG,COM REV LIB PROL CT BL AL,/AL,X 30
"0,25 MG/ML SUS P/ NEBULIZACAO CT 5 FR PLAS X 2 ML","0,25 MG",,/ML SUS P/ NEBULIZACAO CT 5 FR PLAS  ML,X 2
"0,25 MG/ML SUS P/ NEBULIZACAO CT 20 FR PLAS X 2 ML","0,25 MG",,/ML SUS P/ NEBULIZACAO CT 20 FR PLAS  ML,X 2
"0,5 MG/ML SUS P/ NEBULIZACAO CT 5 FR PLAS X 2 ML","0,5 MG",,/ML SUS P/ NEBULIZACAO CT 5 FR PLAS  ML,X 2
"0,5 MG/ML SUS P/ NEBULIZACAO CT 20 FR PLAS X 2 ML","0,5 MG",,/ML SUS P/ NEBULIZACAO CT 20 FR PLAS  ML,X 2
50 MG COM REV LIB PROL CT BL AL PLAS INC X 20,50 MG,COM REV LIB PROL CT BL AL PLAS INC X 20,,
25 MG COM REV LIB PROL CT BL AL PLAS INC X 30,25 MG,COM REV LIB PROL CT BL AL PLAS INC X 30,,
25 MG COM REV LIB PROL CT BL AL PLAS INC X 20 ,25 MG,COM REV LIB PROL CT BL AL PLAS INC X 20,,
25 MG COM REV LIB PROL CT BL AL PLAS INC X 10,25 MG,COM REV LIB PROL CT BL AL PLAS INC X 10,,
50 MG COM REV LIB PROL CT BL AL PLAS INC X 10,50 MG,COM REV LIB PROL CT BL AL PLAS INC X 10,,
100 MG COM REV LIB PROL CT BL AL PLAS INC X 30 ,100 MG,COM REV LIB PROL CT BL AL PLAS INC X 30,,
50 MG COM REV LIB PROL CT BL AL PLAS INC X 30 ,50 MG,COM REV LIB PROL CT BL AL PLAS INC X 30,,
25 MG COM REV LIB PROL CT BL AL PLAS INC X 60,25 MG,COM REV LIB PROL CT BL AL PLAS INC X 60,,
50 MG COM REV LIB PROL CT BL AL PLAS INC X 60,50 MG,COM REV LIB PROL CT BL AL PLAS INC X 60,,
100 MG COM REV LIB PROL CT BL AL PLAS INC X 60,100 MG,COM REV LIB PROL CT BL AL PLAS INC X 60,,
"8 MG + 12,5 MG COM CT  BL AL PLAS TRANS X 30",8 MG,,"+ 12,5 MG COM CT  BL AL PLAS TRANS",X 30
"16 MG + 12,5 MG COM CT  BL AL PLAS TRANS X 20",16 MG,,"+ 12,5 MG COM CT  BL AL PLAS TRANS",X 20
"16 MG + 12,5 MG COM CT  BL AL PLAS TRANS X 30",16 MG,,"+ 12,5 MG COM CT  BL AL PLAS TRANS",X 30
"16 MG + 12,5 MG COM CT  BL AL PLAS TRANS X 10",16 MG,,"+ 12,5 MG COM CT  BL AL PLAS TRANS",X 10
32 MCG/DOSE SUS INAL NAS CT FR SPR VD AMB X 120 DOSES,32 MCG,,/DOSE SUS INAL NAS CT FR SPR VD AMB  DOSES,X 120
64 MCG/DOSE SUS INAL NAS CT FR SPR VD AMB X 120 DOSES,64 MCG,,/DOSE SUS INAL NAS CT FR SPR VD AMB  DOSES,X 120
8 MG COM CT BL AL PLAS TRANS X 30,8 MG,COM CT BL AL PLAS TRANS X 30,,
16 MG COM CT BL AL PLAS TRANS X 20 ,16 MG,COM CT BL AL PLAS TRANS X 20,,
16 MG COM CT BL AL PLAS TRANS X 30,16 MG,COM CT BL AL PLAS TRANS X 30,,
16 MG COM CT BL AL PLAS TRANS X 10,16 MG,COM CT BL AL PLAS TRANS X 10,,
"0,3 MG/ML XPE CT FR VD AMB X 100 ML","0,3 MG",,/ML XPE CT FR VD AMB  ML,X 100
"0,3 MG/ML + 13,3 MG/ML XPE CX FR VD AMB X 100 ML ","0,3 MG",,"/ML + 13,3 MG/ML XPE CX FR VD AMB  ML",X 100
20 MG COM REV CT BL AL/AL X 7,20 MG,COM REV CT BL AL,/AL,X 7
20 MG COM REV CT  BL AL/AL X 14,20 MG,COM REV CT  BL AL,/AL,X 14
20 MG COM REV CT  BL AL/AL X 28,20 MG,COM REV CT  BL AL,/AL,X 28
40 MG COM REV CT BL AL/AL X 7,40 MG,COM REV CT BL AL,/AL,X 7
40 MG COM REV CT  BL AL/AL X 14,40 MG,COM REV CT  BL AL,/AL,X 14
40 MG COM REV CT  BL AL/AL X 28,40 MG,COM REV CT  BL AL,/AL,X 28
6 MCG/INAL + 100 MCG/INAL PO INAL CT TB PLAS 60 DOSES,6 MCG,,/INAL + 100 MCG/INAL PO INAL CT TB PLAS 60 DOSES,
6 MCG/INAL + 200 MCG/INAL PO INAL CT TB PLAS 60 DOSES,6 MCG,,/INAL + 200 MCG/INAL PO INAL CT TB PLAS 60 DOSES,
12 MCG/INAL + 400 MCG/INAL PO INAL CT TB PLAS 60 DOSES,12 MCG,,/INAL + 400 MCG/INAL PO INAL CT TB PLAS 60 DOSES,
50 MG/ML SOL INJ CT SER VD INC PREENCH DESCART X 5 ML + AGULHA ,50 MG,,/ML SOL INJ CT SER VD INC PREENCH DESCART  ML + AGULHA,X 5
50 MG/ML SOL INJ CT 2 SER VD TRANS PREENCH X 5 ML + 2 AGULHAS,50 MG,,/ML SOL INJ CT 2 SER VD TRANS PREENCH  ML + 2 AGULHAS,X 5
10 MG COM REV CT BL AL/AL X 30,10 MG,COM REV CT BL AL,/AL,X 30
20 MG COM REV CT BL AL/AL X 30,20 MG,COM REV CT BL AL,/AL,X 30
5 MG COM REV CT BL AL/AL X 30,5 MG,COM REV CT BL AL,/AL,X 30
10 MG COM REV CT BL AL/AL X 10,10 MG,COM REV CT BL AL,/AL,X 10
10 MG COM REV CT BL AL/AL X 30,10 MG,COM REV CT BL AL,/AL,X 30
20 MG COM REV CT BL AL/AL X 30,20 MG,COM REV CT BL AL,/AL,X 30
40 MG COM REV CT BL AL/AL X 30,40 MG,COM REV CT BL AL,/AL,X 30
5 MG COM REV CT BL AL/AL X 10,5 MG,COM REV CT BL AL,/AL,X 10
5 MG COM REV CT BL AL/AL X 30,5 MG,COM REV CT BL AL,/AL,X 30
5 MG COM REV CT BL AL/AL X 60,5 MG,COM REV CT BL AL,/AL,X 60
40 MG PO LIOF SOL INJ IV CT 10 FA VD TRANS,40 MG,PO LIOF SOL INJ IV CT 10 FA VD TRANS,,
25 MG COM REV CT BL AL PLAS PVC OPC X 14 ,25 MG,COM REV CT BL AL PLAS PVC OPC X 14,,
100 MG COM REV CT BL AL PLAS PVC OPC X 28,100 MG,COM REV CT BL AL PLAS PVC OPC X 28,,
200 MG COM REV CT BL AL PLAS PVC OPC X 28,200 MG,COM REV CT BL AL PLAS PVC OPC X 28,,
300 MG COM REV CT BL AL PLAS PVC OPC X 28,300 MG,COM REV CT BL AL PLAS PVC OPC X 28,,
50 MG COM REV LIB PROL CT BL AL PLAS PVC OPC X 10,50 MG,COM REV LIB PROL CT BL AL PLAS PVC OPC X 10,,
50 MG COM REV LIB PROL CT BL AL PLAS PVC OPC X 30,50 MG,COM REV LIB PROL CT BL AL PLAS PVC OPC X 30,,
200 MG COM REV LIB PROL CT BL AL PLAS PVC OPC X 30,200 MG,COM REV LIB PROL CT BL AL PLAS PVC OPC X 30,,
300 MG COM REV LIB PROL CT BL AL PLAS PVC OPC X 30,300 MG,COM REV LIB PROL CT BL AL PLAS PVC OPC X 30,,
6 MCG/DOSE + 100 MCG/DOSE SUS AER CT TB AL X 120 DOSES + VALV DOSAD,6 MCG,,/DOSE + 100 MCG/DOSE SUS AER CT TB AL  DOSES + VALV DOSAD,X 120
6 MCG/DOSE + 200 MCG/DOSE SUS AER CT TB AL X 120 DOSES + VALV DOSAD,6 MCG,,/DOSE + 200 MCG/DOSE SUS AER CT TB AL  DOSES + VALV DOSAD,X 120
"16MG COM +2,5MG COM LIB PROL CT BL AL/AL 30 X 30",16MG,COM,"+2,5MG COM LIB PROL CT BL AL/AL 30",X 30
16MG COM +5MG COM LIB PROL CT BL AL/AL 30 X 30,16MG,COM,+5MG COM LIB PROL CT BL AL/AL 30,X 30
250 MG COM REV CT ENV X BL AL/PLAS TRANSP X 30,250 MG,COM REV CT ENV X BL AL,/PLAS TRANSP,X 30
90 MG COM REV CT BL AL PLAS PVC/PVDC TRANS X 20,90 MG,COM REV CT BL AL PLAS PVC,/PVDC TRANS,X 20
90 MG COM REV CT BL AL PLAS PVC/PVDC TRANS X 30,90 MG,COM REV CT BL AL PLAS PVC,/PVDC TRANS,X 30
90 MG COM REV CT BL AL PLAS PVC/PVDC TRANS X 60,90 MG,COM REV CT BL AL PLAS PVC,/PVDC TRANS,X 60
60 MG COM REV CT BL AL PLAS PVC/PVDC TRANS X 20,60 MG,COM REV CT BL AL PLAS PVC,/PVDC TRANS,X 20
60 MG COM REV CT BL AL PLAS PVC/PVDC TRANS X 60,60 MG,COM REV CT BL AL PLAS PVC,/PVDC TRANS,X 60
5 MG + 50 MG COM REV LIB PROL CT BL AL PLAS INC X 30,5 MG,,+ 50 MG COM REV LIB PROL CT BL AL PLAS INC,X 30
20 MG COM REV LIB RETARD CT BL AL AL X 14,20 MG,COM REV LIB RETARD CT BL AL AL X 14,,
20 MG COM REV LIB RETARD CT BL AL AL X 28,20 MG,COM REV LIB RETARD CT BL AL AL X 28,,
40 MG COM REV LIB RETARD CT BL AL AL X 14,40 MG,COM REV LIB RETARD CT BL AL AL X 14,,
40 MG COM REV LIB RETARD CT BL AL AL X 28,40 MG,COM REV LIB RETARD CT BL AL AL X 28,,
100 MG COM REV CT BL AL PLAS TRANS X 30,100 MG,COM REV CT BL AL PLAS TRANS X 30,,
300 MG COM REV CT BL AL PLAS TRANS X 30,300 MG,COM REV CT BL AL PLAS TRANS X 30,,
600 MG PO SOL INFUS CT 10 FA VD TRANS,600 MG,PO SOL INFUS CT 10 FA VD TRANS,,
25 MG COM REV LIB PROL CT BL AL PLAS INC X 30,25 MG,COM REV LIB PROL CT BL AL PLAS INC X 30,,
100 MG COM REV LIB PROL CT BL AL PLAS INC X 30 ,100 MG,COM REV LIB PROL CT BL AL PLAS INC X 30,,
50 MG COM REV LIB PROL CT BL AL PLAS INC X 30 ,50 MG,COM REV LIB PROL CT BL AL PLAS INC X 30,,
25 MG COM REV LIB PROL CT BL AL PLAS INC X 60,25 MG,COM REV LIB PROL CT BL AL PLAS INC X 60,,
50 MG COM REV LIB PROL CT BL AL PLAS INC X 60,50 MG,COM REV LIB PROL CT BL AL PLAS INC X 60,,
100 MG COM REV LIB PROL CT BL AL PLAS INC X 60,100 MG,COM REV LIB PROL CT BL AL PLAS INC X 60,,
6 MCG/DOSE + 100 MCG/DOSE SUS AER CT TB AL X 120 DOSES + VALV DOSAD,6 MCG,,/DOSE + 100 MCG/DOSE SUS AER CT TB AL  DOSES + VALV DOSAD,X 120
6 MCG/DOSE + 200 MCG/DOSE SUS AER CT TB AL X 120 DOSES + VALV DOSAD,6 MCG,,/DOSE + 200 MCG/DOSE SUS AER CT TB AL  DOSES + VALV DOSAD,X 120
50 MG COM REV LIB PROL CT BL AL PLAS INC X 20,50 MG,COM REV LIB PROL CT BL AL PLAS INC X 20,,
100 MG COM REV LIB PROL CT BL AL PLAS INC X 20,100 MG,COM REV LIB PROL CT BL AL PLAS INC X 20,,
25 MG COM REV LIB PROL CT BL AL PLAS INC X 30,25 MG,COM REV LIB PROL CT BL AL PLAS INC X 30,,
25 MG COM REV LIB PROL CT BL AL PLAS INC X 20 ,25 MG,COM REV LIB PROL CT BL AL PLAS INC X 20,,
25 MG COM REV LIB PROL CT BL AL PLAS INC X 10,25 MG,COM REV LIB PROL CT BL AL PLAS INC X 10,,
50 MG COM REV LIB PROL CT BL AL PLAS INC X 10,50 MG,COM REV LIB PROL CT BL AL PLAS INC X 10,,
100 MG COM REV LIB PROL CT BL AL PLAS INC X 30 ,100 MG,COM REV LIB PROL CT BL AL PLAS INC X 30,,
100 MG COM REV LIB PROL CT BL AL PLAS INC X 10,100 MG,COM REV LIB PROL CT BL AL PLAS INC X 10,,
50 MG COM REV LIB PROL CT BL AL PLAS INC X 30 ,50 MG,COM REV LIB PROL CT BL AL PLAS INC X 30,,
25 MG COM REV LIB PROL CT BL AL PLAS INC X 60,25 MG,COM REV LIB PROL CT BL AL PLAS INC X 60,,
25 MG COM REV LIB PROL CT BL AL PLAS INC X 90,25 MG,COM REV LIB PROL CT BL AL PLAS INC X 90,,
25 MG COM REV LIB PROL CT BL AL PLAS INC X 120,25 MG,COM REV LIB PROL CT BL AL PLAS INC X 120,,
50 MG COM REV LIB PROL CT BL AL PLAS INC X 60,50 MG,COM REV LIB PROL CT BL AL PLAS INC X 60,,
50 MG COM REV LIB PROL CT BL AL PLAS INC X 90,50 MG,COM REV LIB PROL CT BL AL PLAS INC X 90,,
50 MG COM REV LIB PROL CT BL AL PLAS INC X 120,50 MG,COM REV LIB PROL CT BL AL PLAS INC X 120,,
100 MG COM REV LIB PROL CT BL AL PLAS INC X 60,100 MG,COM REV LIB PROL CT BL AL PLAS INC X 60,,
100 MG COM REV LIB PROL CT BL AL PLAS INC X 90,100 MG,COM REV LIB PROL CT BL AL PLAS INC X 90,,
100 MG COM REV LIB PROL CT BL AL PLAS INC X 120,100 MG,COM REV LIB PROL CT BL AL PLAS INC X 120,,
50 MG COM REV LIB PROL CT BL AL PLAS INC X 20,50 MG,COM REV LIB PROL CT BL AL PLAS INC X 20,,
100 MG COM REV LIB PROL CT BL AL PLAS INC X 20,100 MG,COM REV LIB PROL CT BL AL PLAS INC X 20,,
25 MG COM REV LIB PROL CT BL AL PLAS INC X 30,25 MG,COM REV LIB PROL CT BL AL PLAS INC X 30,,
25 MG COM REV LIB PROL CT BL AL PLAS INC X 20 ,25 MG,COM REV LIB PROL CT BL AL PLAS INC X 20,,
25 MG COM REV LIB PROL CT BL AL PLAS INC X 10,25 MG,COM REV LIB PROL CT BL AL PLAS INC X 10,,
50 MG COM REV LIB PROL CT BL AL PLAS INC X 10,50 MG,COM REV LIB PROL CT BL AL PLAS INC X 10,,
100 MG COM REV LIB PROL CT BL AL PLAS INC X 30 ,100 MG,COM REV LIB PROL CT BL AL PLAS INC X 30,,
100 MG COM REV LIB PROL CT BL AL PLAS INC X 10,100 MG,COM REV LIB PROL CT BL AL PLAS INC X 10,,
50 MG COM REV LIB PROL CT BL AL PLAS INC X 30 ,50 MG,COM REV LIB PROL CT BL AL PLAS INC X 30,,
25 MG COM REV LIB PROL CT BL AL PLAS INC X 60,25 MG,COM REV LIB PROL CT BL AL PLAS INC X 60,,
25 MG COM REV LIB PROL CT BL AL PLAS INC X 90,25 MG,COM REV LIB PROL CT BL AL PLAS INC X 90,,
25 MG COM REV LIB PROL CT BL AL PLAS INC X 120,25 MG,COM REV LIB PROL CT BL AL PLAS INC X 120,,
50 MG COM REV LIB PROL CT BL AL PLAS INC X 60,50 MG,COM REV LIB PROL CT BL AL PLAS INC X 60,,
50 MG COM REV LIB PROL CT BL AL PLAS INC X 90,50 MG,COM REV LIB PROL CT BL AL PLAS INC X 90,,
50 MG COM REV LIB PROL CT BL AL PLAS INC X 120,50 MG,COM REV LIB PROL CT BL AL PLAS INC X 120,,
100 MG COM REV LIB PROL CT BL AL PLAS INC X 60,100 MG,COM REV LIB PROL CT BL AL PLAS INC X 60,,
100 MG COM REV LIB PROL CT BL AL PLAS INC X 90,100 MG,COM REV LIB PROL CT BL AL PLAS INC X 90,,
100 MG COM REV LIB PROL CT BL AL PLAS INC X 120,100 MG,COM REV LIB PROL CT BL AL PLAS INC X 120,,
40 MG COM REV CT BL AL AL X 30,40 MG,COM REV CT BL AL AL X 30,,
80 MG COM REV CT BL AL AL X 30,80 MG,COM REV CT BL AL AL X 30,,
50 MG CAP DURA CT FR PLAS OPC X 448,50 MG,CAP DURA CT FR PLAS OPC X 448,,
5 MG COM REV CT BL AL AL X 30,5 MG,COM REV CT BL AL AL X 30,,
10 MG COM REV CT BL AL AL X 14,10 MG,COM REV CT BL AL AL X 14,,
10 MG COM REV CT BL AL AL X 30,10 MG,COM REV CT BL AL AL X 30,,
250 MCG/ ML SOL INJ CT CARP VD TRANS X 1.2 ML X SIST APLIC PLAS  ,250 MCG,,/ ML SOL INJ CT CARP VD TRANS .2 ML X SIST APLIC PLAS,X 1
250 MCG/ ML SOL INJ CT CARP VD TRANS X 2.4 ML X SIST APLIC PLAS ,250 MCG,,/ ML SOL INJ CT CARP VD TRANS .4 ML X SIST APLIC PLAS,X 2
"2,5 MG COM REV CT BL AL/AL X 28","2,5 MG",COM REV CT BL AL,/AL,X 28
"5,0 MG COM REV CT BL AL/AL X 14","5,0 MG",COM REV CT BL AL,/AL,X 14
"5,0 MG COM REV CT BL AL/AL X 28","5,0 MG",COM REV CT BL AL,/AL,X 28
(5 + 1000) MG COM REV LIB PROL CT BL AL/AL X 14,(5 + 1000) MG,COM REV LIB PROL CT BL AL,/AL,X 14
(5 + 1000) MG COM REV LIB PROL CT BL AL/AL X 60 ,(5 + 1000) MG,COM REV LIB PROL CT BL AL,/AL,X 60
(10 + 500) MG COM REV LIB PROL CT BL AL/AL X 14,(10 + 500) MG,COM REV LIB PROL CT BL AL,/AL,X 14
(10 + 1000) MG COM REV LIB PROL CT BL AL/AL X 14 ,(10 + 1000) MG,COM REV LIB PROL CT BL AL,/AL,X 14
(10 + 1000) MG COM REV LIB PROL CT BL AL/AL X 30,(10 + 1000) MG,COM REV LIB PROL CT BL AL,/AL,X 30
500 MCG COM REV CT BL PVC/PVDC/AL X 10,500 MCG,COM REV CT BL PVC,/PVDC/AL,X 10
500 MCG COM REV CT BL PVC/PVDC/AL X 30,500 MCG,COM REV CT BL PVC,/PVDC/AL,X 30
5 MG + 500 MG COM REV CT BL AL/AL X 14 ,5 MG,,+ 500 MG COM REV CT BL AL/AL,X 14
"2,5 MG + 1000 MG COM REV CT BL AL/AL X 14","2,5 MG",,+ 1000 MG COM REV CT BL AL/AL,X 14
"2,5 MG + 1000 MG COM REV CT BL AL/AL X 60","2,5 MG",,+ 1000 MG COM REV CT BL AL/AL,X 60
5 MG + 1000 MG COM REV CT BL AL/AL X 14 ,5 MG,,+ 1000 MG COM REV CT BL AL/AL,X 14
5 MG + 1000 MG COM REV CT BL AL/AL X 30,5 MG,,+ 1000 MG COM REV CT BL AL/AL,X 30
500 MG/10 ML SOL INJ CT FA VD TRANS X 10 ML,500 MG,,/10 ML SOL INJ CT FA VD TRANS  ML,X 10
"120 MG/2,4 ML SOL INJ CT FA VD TRANS X 2,4 ML",120 MG,,"/2,4 ML SOL INJ CT FA VD TRANS ,4 ML",X 2
30 MG/ML SOL INJ CT SER PREECH VD TRANS X 1ML,30 MG,,/ML SOL INJ CT SER PREECH VD TRANS ML,X 1
100 MG COM REV CT BL AL AL PVC X 56,100 MG,COM REV CT BL AL AL PVC X 56,,
150 MG COM REV CT BL AL AL PVC X 56,150 MG,COM REV CT BL AL AL PVC X 56,,
100 MG CAP DURA CT BL AL AL X 60,100 MG,CAP DURA CT BL AL AL X 60,,
"(10,0 + 5,0) MG COM REV LIB RETARD CT BL AL AL X 7","(10,0 + 5,0) MG",COM REV LIB RETARD CT BL AL AL X 7,,
"(10,0 + 5,0) MG COM REV LIB RETARD CT BL AL AL X 30","(10,0 + 5,0) MG",COM REV LIB RETARD CT BL AL AL X 30,,
1 MG PO LIOF SOL INJ CT FA VD TRANS + 1 FA VD TRANS SOL ESTABIL X 1 ML,1 MG,PO LIOF SOL INJ CT FA VD TRANS,+ 1 FA VD TRANS SOL ESTABIL  ML,X 1
1 MG PO LIOF SOL INJ CT FA VD TRANS,1 MG,PO LIOF SOL INJ CT FA VD TRANS,,
5 G PO SUS OR CT ENV AL PLAS PET/PEBDL OPC X 3,5 G,PO SUS OR CT ENV AL PLAS PET,/PEBDL OPC,X 3
5 G PO SUS OR CT ENV AL PLAS PET/PEBDL OPC X 30,5 G,PO SUS OR CT ENV AL PLAS PET,/PEBDL OPC,X 30
"SUS INJ CT 50 FA VD TRANS X 2,5 ML",,SUS INJ CT 50 FA VD TRANS X 2,",5 ML",
"SUS INJ CT 10 FA VD TRANS X 5,0 ML",,SUS INJ CT 10 FA VD TRANS X 5,",0 ML",
10 MG CAP DURA CT FR PLAS PEAD OPC X 60,10 MG,CAP DURA CT FR PLAS PEAD OPC X 60,,
25 MG CAP DURA CT FR PLAS PEAD OPC X 60,25 MG,CAP DURA CT FR PLAS PEAD OPC X 60,,
"100 MG/ML SOL INJ CT FA VD INC X 0,5 ML",100 MG,,"/ML SOL INJ CT FA VD INC ,5 ML",X 0
"100 MG/ML SOL INJ CT FA VD INC X 1,0 ML",100 MG,,"/ML SOL INJ CT FA VD INC ,0 ML",X 1
10 MG COM REV CT BL AL AL X 7 ,10 MG,COM REV CT BL AL AL X 7,,
10 MG COM REV CT BL AL AL X 14,10 MG,COM REV CT BL AL AL X 14,,
10 MG COM REV CT BL AL AL X 30,10 MG,COM REV CT BL AL AL X 30,,
10 MG COM REV CT BL AL AL X 30,10 MG,COM REV CT BL AL AL X 30,,
"210 MG/1,91 ML SOL INJ CT SER PREENC VD TRANS X 1,91 ML",210 MG,,"/1,91 ML SOL INJ CT SER PREENC VD TRANS ,91 ML",X 1
"210 MG/1,91 ML SOL INJ CT SER PREENC VD TRANS X 1,91 ML + CAN APLIC",210 MG,,"/1,91 ML SOL INJ CT SER PREENC VD TRANS ,91 ML + CAN APLIC",X 1
150 MG/ML SOL DIL INFUS IV CT FA VD TRANS X 2 ML,150 MG,,/ML SOL DIL INFUS IV CT FA VD TRANS  ML,X 2
10 MG / ML    SOL INJ CT FA VD AMB X 5 ML,10 MG,,/ ML    SOL INJ CT FA VD AMB  ML,X 5
10 MG / ML SOL INJ CT FA VD AMB X 15 ML,10 MG,,/ ML SOL INJ CT FA VD AMB  ML,X 15
10 MG / ML SOL INJ CT  FA VD AMB X 45 ML,10 MG,,/ ML SOL INJ CT  FA VD AMB  ML,X 45
150 MG PO LIOF SOL INJ CT FA VD AMB,150 MG,PO LIOF SOL INJ CT FA VD AMB,,
"25 MG/G+12,5MG/G CREM VAG CT BG AL X 60G + APLIC",25 MG,,"/G+12,5MG/G CREM VAG CT BG AL G + APLIC",X 60
"25 MG/G+12,5MG/G CREM VAG CT BG AL X 60G + 10 APLIC",25 MG,,"/G+12,5MG/G CREM VAG CT BG AL G + 10 APLIC",X 60
"25 MG/G+12,5MG/G CREM VAG CT BG AL X 45G + 10 APLIC",25 MG,,"/G+12,5MG/G CREM VAG CT BG AL G + 10 APLIC",X 45
"25 MG/G+12,5MG/G CREM VAG CT APLIC GINC PLAS X 5 G",25 MG,,"/G+12,5MG/G CREM VAG CT APLIC GINC PLAS  G",X 5
"25 MG/G+12,5MG/G CREM VAG CT BG AL X 45G + APLIC",25 MG,,"/G+12,5MG/G CREM VAG CT BG AL G + APLIC",X 45
"25 MG/G+12,5MG/G CREM VAG CT 10 APLIC GINEC PLAS X 5 G",25 MG,,"/G+12,5MG/G CREM VAG CT 10 APLIC GINEC PLAS  G",X 5
1000 UI/ML SOL INJ CX FA VD INC X 1 ML,1000 UI,,/ML SOL INJ CX FA VD INC  ML,X 1
1000 UI/ML SOL INJ CX 12 FA VD INC X 1 ML,1000 UI,,/ML SOL INJ C FA VD INC X 1 ML,X 12
2000 UI/ML SOL INJ CX FA VD INC X 1 ML,2000 UI,,/ML SOL INJ CX FA VD INC  ML,X 1
2000 UI/ML SOL INJ CX 12 FA VD INC X 1 ML,2000 UI,,/ML SOL INJ C FA VD INC X 1 ML,X 12
2000 UI PO LIOF INJ CX FA VD INC + DIL X 1 ML,2000 UI,PO LIOF INJ CX FA VD INC,+ DIL  ML,X 1
4000 UI/ML SOL INJ CX FA VD INC X 1 ML,4000 UI,,/ML SOL INJ CX FA VD INC  ML,X 1
4000 UI/ML SOL INJ CX 12 FA VD INC X 1 ML,4000 UI,,/ML SOL INJ C FA VD INC X 1 ML,X 12
4000 UI PO LIOF INJ CX FA VD INC + DIL X 1 ML,4000 UI,PO LIOF INJ CX FA VD INC,+ DIL  ML,X 1
10000 UI/ML SOL INJ CX FA VD INC X 1 ML,10000 UI,,/ML SOL INJ CX FA VD INC  ML,X 1
10000 UI/ML SOL INJ CX 12 FA VD INC X 1 ML,10000 UI,,/ML SOL INJ C FA VD INC X 1 ML,X 12
"4000 UI/ML SOL INJ CT SER PRE-ENCH X 0,5 ML",4000 UI,,"/ML SOL INJ CT SER PRE-ENCH ,5 ML",X 0
4000 UI/ML SOL INJ CT SER PRE-ENCH X 1 ML,4000 UI,,/ML SOL INJ CT SER PRE-ENCH  ML,X 1
10000 UI/ML SOL INJ CT SER PRE-ENCH X 1 ML,10000 UI,,/ML SOL INJ CT SER PRE-ENCH  ML,X 1
3000 UI/ML SOL INJ CX  FA VD INC X 1 ML,3000 UI,,/ML SOL INJ CX  FA VD INC  ML,X 1
3000 UI/ML SOL INJ CX 12 FA VD INC X 1 ML,3000 UI,,/ML SOL INJ C FA VD INC X 1 ML,X 12
"2000 UI/ML SOL INJ CT 1 SER PREENCH X 0,5 ML + SISTEMA SEGURANÇA",2000 UI,,"/ML SOL INJ CT 1 SER PREENCH ,5 ML + SISTEMA SEGURANÇA",X 0
"2000 UI/ML SOL INJ CT 12 SER PREENCH X 0,5 ML + SISTEMA SEGURANÇA",2000 UI,,"/ML SOL INJ CT 12 SER PREENCH ,5 ML + SISTEMA SEGURANÇA",X 0
"4000 UI/ML SOL INJ CT 1 SER PREENCH X 0,5 ML + SISTEMA SEGURANÇA",4000 UI,,"/ML SOL INJ CT 1 SER PREENCH ,5 ML + SISTEMA SEGURANÇA",X 0
"4000 UI/ML SOL INJ CT 12 SER PREENCH X 0,5 ML + SISTEMA SEGURANÇA",4000 UI,,"/ML SOL INJ CT 12 SER PREENCH ,5 ML + SISTEMA SEGURANÇA",X 0
4000 UI/ML SOL INJ CT 1 SER PREENCH X 1 ML + SISTEMA SEGURANÇA,4000 UI,,/ML SOL INJ CT 1 SER PREENCH  ML + SISTEMA SEGURANÇA,X 1
4000 UI/ML SOL INJ CT 12 SER PREENCH X 1 ML + SISTEMA SEGURANÇA,4000 UI,,/ML SOL INJ CT 12 SER PREENCH  ML + SISTEMA SEGURANÇA,X 1
"10000 UI/ML SOL INJ CT 1 SER PREENCH X 0,3 ML + SISTEMA SEGURANÇA",10000 UI,,"/ML SOL INJ CT 1 SER PREENCH ,3 ML + SISTEMA SEGURANÇA",X 0
"10000 UI/ML SOL INJ CT 12 SER PREENCH X 0,3 ML + SISTEMA SEGURANÇA",10000 UI,,"/ML SOL INJ CT 12 SER PREENCH ,3 ML + SISTEMA SEGURANÇA",X 0
